avatarThumbnail,cid,createTime,createTimeISO,diggCount,repliesToId,replyCommentTotal,submittedVideoUrl,text,uid,uniqueId,videoWebUrl
https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/7336094401921286177~c5_100x100.jpg?lk3s=30310797&nonce=22164&refresh_token=29d3df5ccca84a17a804703d3a9bd6ca&x-expires=1739354400&x-signature=h2oRWAFwntqonlxaHg0A13OnTzI%3D&shp=30310797&shcp=-,7.44E+18,1733044820,2024-12-01T09:20:20.000Z,0,7.44E+18,,https://www.tiktok.com/@kokocuan_/video/7436729084920581394?_r=1&_t=8rN2DPKEHOC,Yg bener gimana .-.,6.83E+18,kokocuan_,https://www.tiktok.com/@kokocuan_/video/7436729084920581394
https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/afac793b2a712b91d4066be9c4b335b9~c5_100x100.jpg?lk3s=30310797&nonce=27585&refresh_token=271d804cf5f36c7a15a0de21d6dbae29&x-expires=1739354400&x-signature=YozJZT6MEjtiohmZ%2BDiGe7LnnEE%3D&shp=30310797&shcp=-,7.44E+18,1732199751,2024-11-21T14:35:51.000Z,7,,6,https://www.tiktok.com/@kokocuan_/video/7436729084920581394?_r=1&_t=8rN2DPKEHOC,bang punya solusi di rumah abang gw bikin bak mandi smen trus di kramik udah penuhin slalu hilang airnya tapi di sela2 kering gak ada tanda kebocoran samping udah di tambel pake smen putih tetep aja ada solusi apa apa dan saya harus beli apa di anda,6.97E+18,kidutzoldyck,https://www.tiktok.com/@kokocuan_/video/7436729084920581394
https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/7336094401921286177~c5_100x100.jpg?lk3s=30310797&nonce=22164&refresh_token=29d3df5ccca84a17a804703d3a9bd6ca&x-expires=1739354400&x-signature=h2oRWAFwntqonlxaHg0A13OnTzI%3D&shp=30310797&shcp=-,7.44E+18,1732220926,2024-11-21T20:28:46.000Z,2,7.44E+18,,https://www.tiktok.com/@kokocuan_/video/7436729084920581394?_r=1&_t=8rN2DPKEHOC,"Di sisi nya ga ada rembesan air sama sekali ?? Sepertinya ada kebocoran di selah"" keramik bawahnya (?)",6.83E+18,kokocuan_,https://www.tiktok.com/@kokocuan_/video/7436729084920581394
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7355361583947743237~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=1598&refresh_token=5a559a805e5090029bf5335a3ef490ea&x-expires=1739354400&x-signature=s2%2BkUJWtkZw0zQY4MOdeuj0Fr8o%3D&idc=useast8&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7.44E+18,1732234431,2024-11-22T00:13:51.000Z,3,,1,https://www.tiktok.com/@kokocuan_/video/7436729084920581394?_r=1&_t=8rN2DPKEHOC,rugi nya dmna bang,7.36E+18,muhridho.pratama,https://www.tiktok.com/@kokocuan_/video/7436729084920581394
https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/7336094401921286177~c5_100x100.jpg?lk3s=30310797&nonce=22164&refresh_token=29d3df5ccca84a17a804703d3a9bd6ca&x-expires=1739354400&x-signature=h2oRWAFwntqonlxaHg0A13OnTzI%3D&shp=30310797&shcp=-,7.44E+18,1732288601,2024-11-22T15:16:41.000Z,2,7.44E+18,,https://www.tiktok.com/@kokocuan_/video/7436729084920581394?_r=1&_t=8rN2DPKEHOC,Kalo ga nyoba,6.83E+18,kokocuan_,https://www.tiktok.com/@kokocuan_/video/7436729084920581394
https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/2033b8c0dad312f04328f20b22487b89.jpg?lk3s=30310797&nonce=28407&refresh_token=7345bd166dc27566ca7b93929fbcfb88&x-expires=1739354400&x-signature=JxOSVCGquBQUs7EA7X3guZ1rnWw%3D&shp=30310797&shcp=-,7.44E+18,1732518047,2024-11-25T07:00:47.000Z,1,,1,https://www.tiktok.com/@kokocuan_/video/7436729084920581394?_r=1&_t=8rN2DPKEHOC,emang enak itu bg,7.38E+18,hakaisaja,https://www.tiktok.com/@kokocuan_/video/7436729084920581394
https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/7336094401921286177~c5_100x100.jpg?lk3s=30310797&nonce=22164&refresh_token=29d3df5ccca84a17a804703d3a9bd6ca&x-expires=1739354400&x-signature=h2oRWAFwntqonlxaHg0A13OnTzI%3D&shp=30310797&shcp=-,7.44E+18,1732546384,2024-11-25T14:53:04.000Z,0,7.44E+18,,https://www.tiktok.com/@kokocuan_/video/7436729084920581394?_r=1&_t=8rN2DPKEHOC,Enakk dungs hehe,6.83E+18,kokocuan_,https://www.tiktok.com/@kokocuan_/video/7436729084920581394
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/169acfcbada3a396027d64a429de8ed2~c5_100x100.jpg?lk3s=30310797&nonce=67595&refresh_token=49d4258bea93ded5ff5a25aae12c0184&x-expires=1739354400&x-signature=6TcblH7eLhAUGMUCBb5y3EcKh9Y%3D&shp=30310797&shcp=-,7.44E+18,1732804225,2024-11-28T14:30:25.000Z,1,,1,https://www.tiktok.com/@kokocuan_/video/7436729084920581394?_r=1&_t=8rN2DPKEHOC,"sini bang ke medan , di sini ada water boom milo hehe..",7.31E+18,alya_aqueene,https://www.tiktok.com/@kokocuan_/video/7436729084920581394
https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/7336094401921286177~c5_100x100.jpg?lk3s=30310797&nonce=22164&refresh_token=29d3df5ccca84a17a804703d3a9bd6ca&x-expires=1739354400&x-signature=h2oRWAFwntqonlxaHg0A13OnTzI%3D&shp=30310797&shcp=-,7.44E+18,1732928842,2024-11-30T01:07:22.000Z,0,7.44E+18,,https://www.tiktok.com/@kokocuan_/video/7436729084920581394?_r=1&_t=8rN2DPKEHOC,Seriusann?? Wkwk,6.83E+18,kokocuan_,https://www.tiktok.com/@kokocuan_/video/7436729084920581394
https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/962cb47ad1540b8cb4586437d99443b2~c5_100x100.jpg?lk3s=30310797&nonce=14282&refresh_token=394cfd4ab65f66dd534fce2112ff1f99&x-expires=1739354400&x-signature=MmyrRgNgYEpjRaleKD8LEFk%2FUpw%3D&shp=30310797&shcp=-,7.44E+18,1732553814,2024-11-25T16:56:54.000Z,1,,3,https://www.tiktok.com/@kokocuan_/video/7436729084920581394?_r=1&_t=8rN2DPKEHOC,10k beli dmana 2 barang itu bang?,7.12E+18,mas_keceng17,https://www.tiktok.com/@kokocuan_/video/7436729084920581394
https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/7336094401921286177~c5_100x100.jpg?lk3s=30310797&nonce=22164&refresh_token=29d3df5ccca84a17a804703d3a9bd6ca&x-expires=1739354400&x-signature=h2oRWAFwntqonlxaHg0A13OnTzI%3D&shp=30310797&shcp=-,7.44E+18,1732639023,2024-11-26T16:37:03.000Z,0,7.44E+18,,https://www.tiktok.com/@kokocuan_/video/7436729084920581394?_r=1&_t=8rN2DPKEHOC,Cimory 6-7 ribu.. cream cheese nya pake dikit cma 3 ribu wkwk,6.83E+18,kokocuan_,https://www.tiktok.com/@kokocuan_/video/7436729084920581394
https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/58645385ee736cc01c7cf1b157b2d1b7.jpg?lk3s=30310797&nonce=33296&refresh_token=174b1586d92478e886332147fa656844&x-expires=1739354400&x-signature=YEaq8pYOv7i%2FzYKT3Q%2FoiQH6njA%3D&shp=30310797&shcp=-,7.44E+18,1732529975,2024-11-25T10:19:35.000Z,1,,1,https://www.tiktok.com/@kokocuan_/video/7436729084920581394?_r=1&_t=8rN2DPKEHOC,fungsi cat sama kuas nya apa 🗿,7.21E+18,d_23.e,https://www.tiktok.com/@kokocuan_/video/7436729084920581394
https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/7336094401921286177~c5_100x100.jpg?lk3s=30310797&nonce=22164&refresh_token=29d3df5ccca84a17a804703d3a9bd6ca&x-expires=1739354400&x-signature=h2oRWAFwntqonlxaHg0A13OnTzI%3D&shp=30310797&shcp=-,7.44E+18,1732639040,2024-11-26T16:37:20.000Z,1,7.44E+18,,https://www.tiktok.com/@kokocuan_/video/7436729084920581394?_r=1&_t=8rN2DPKEHOC,Properti 🥲,6.83E+18,kokocuan_,https://www.tiktok.com/@kokocuan_/video/7436729084920581394
https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?lk3s=30310797&nonce=96143&refresh_token=73652409e7259febac9530394fbff9f9&x-expires=1739354400&x-signature=mMHnM4CxZpUd59CkBDq5wV6Z31g%3D&shp=30310797&shcp=-,7.44E+18,1732312586,2024-11-22T21:56:26.000Z,4,,1,https://www.tiktok.com/@kokocuan_/video/7436729084920581394?_r=1&_t=8rN2DPKEHOC,mirip dr.richard,7.31E+18,panggil_aja_garnacho,https://www.tiktok.com/@kokocuan_/video/7436729084920581394
https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/7336094401921286177~c5_100x100.jpg?lk3s=30310797&nonce=22164&refresh_token=29d3df5ccca84a17a804703d3a9bd6ca&x-expires=1739354400&x-signature=h2oRWAFwntqonlxaHg0A13OnTzI%3D&shp=30310797&shcp=-,7.44E+18,1732381886,2024-11-23T17:11:26.000Z,2,7.44E+18,,https://www.tiktok.com/@kokocuan_/video/7436729084920581394?_r=1&_t=8rN2DPKEHOC,Lhoo 😭,6.83E+18,kokocuan_,https://www.tiktok.com/@kokocuan_/video/7436729084920581394
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/93d0a4d9ab9345789f5b2f3cf2900e35~c5_100x100.jpg?lk3s=30310797&nonce=52560&refresh_token=a1cc4126dbd33a12e432c1a72c26f3b6&x-expires=1739354400&x-signature=F1Wcc3NP%2BuGYfmzRsFGVIr6VnOI%3D&shp=30310797&shcp=-,7.44E+18,1732853413,2024-11-29T04:10:13.000Z,2,,3,https://www.tiktok.com/@kokocuan_/video/7436729084920581394?_r=1&_t=8rN2DPKEHOC,pemenang nya tetap chezz,7.44E+18,vynn0489,https://www.tiktok.com/@kokocuan_/video/7436729084920581394
https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/7336094401921286177~c5_100x100.jpg?lk3s=30310797&nonce=22164&refresh_token=29d3df5ccca84a17a804703d3a9bd6ca&x-expires=1739354400&x-signature=h2oRWAFwntqonlxaHg0A13OnTzI%3D&shp=30310797&shcp=-,7.44E+18,1732928780,2024-11-30T01:06:20.000Z,1,7.44E+18,,https://www.tiktok.com/@kokocuan_/video/7436729084920581394?_r=1&_t=8rN2DPKEHOC,Apaatoo 😑,6.83E+18,kokocuan_,https://www.tiktok.com/@kokocuan_/video/7436729084920581394
https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/4b915ae5def50f819dba9a9452dbbc7a.jpg?lk3s=30310797&nonce=41713&refresh_token=eec034772203e36474161390065d6b6c&x-expires=1739354400&x-signature=NgT1CSi%2FKy4vU4DC68RZdcfOWk0%3D&shp=30310797&shcp=-,7.44E+18,1732229995,2024-11-21T22:59:55.000Z,1,,1,https://www.tiktok.com/@kokocuan_/video/7436729084920581394?_r=1&_t=8rN2DPKEHOC,bengkel pandaan,7.33E+18,farel_mode_galau3,https://www.tiktok.com/@kokocuan_/video/7436729084920581394
https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/7336094401921286177~c5_100x100.jpg?lk3s=30310797&nonce=22164&refresh_token=29d3df5ccca84a17a804703d3a9bd6ca&x-expires=1739354400&x-signature=h2oRWAFwntqonlxaHg0A13OnTzI%3D&shp=30310797&shcp=-,7.44E+18,1732288613,2024-11-22T15:16:53.000Z,0,7.44E+18,,https://www.tiktok.com/@kokocuan_/video/7436729084920581394?_r=1&_t=8rN2DPKEHOC,Apa ini 🥲,6.83E+18,kokocuan_,https://www.tiktok.com/@kokocuan_/video/7436729084920581394
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ed10c3ad0d624fd23f995f9908447bd4~c5_100x100.jpg?lk3s=30310797&nonce=93337&refresh_token=a3b6f1f47a0e8ae26a9c0dd337b3ae75&x-expires=1739354400&x-signature=9162bxzwWFP%2FNMXV31lZDhoQWfM%3D&shp=30310797&shcp=-,7.44E+18,1731513147,2024-11-13T15:52:27.000Z,1,,1,https://www.tiktok.com/@kokocuan_/video/7436729084920581394?_r=1&_t=8rN2DPKEHOC,Wihhhh seger bangett 🫨,6.91E+18,dvnomy,https://www.tiktok.com/@kokocuan_/video/7436729084920581394
https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/7336094401921286177~c5_100x100.jpg?lk3s=30310797&nonce=22164&refresh_token=29d3df5ccca84a17a804703d3a9bd6ca&x-expires=1739354400&x-signature=h2oRWAFwntqonlxaHg0A13OnTzI%3D&shp=30310797&shcp=-,7.44E+18,1731531416,2024-11-13T20:56:56.000Z,0,7.44E+18,,https://www.tiktok.com/@kokocuan_/video/7436729084920581394?_r=1&_t=8rN2DPKEHOC,Cobain jugaa 😌,6.83E+18,kokocuan_,https://www.tiktok.com/@kokocuan_/video/7436729084920581394
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a5c7f7467efbb8b41b9bde4d34bcebe6~c5_100x100.jpg?lk3s=30310797&nonce=8557&refresh_token=ebcedb7b3dbe15d31fce874ac3ca60c7&x-expires=1739354400&x-signature=vj9Tn9iMWY0MrWuIrrcCARJ8OVU%3D&shp=30310797&shcp=-,7.44E+18,1731660411,2024-11-15T08:46:51.000Z,1,,1,https://www.tiktok.com/@kokocuan_/video/7436729084920581394?_r=1&_t=8rN2DPKEHOC,wah bikin pengen coba cimory cheese latte,6.96E+18,mazpoer7,https://www.tiktok.com/@kokocuan_/video/7436729084920581394
https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/7336094401921286177~c5_100x100.jpg?lk3s=30310797&nonce=22164&refresh_token=29d3df5ccca84a17a804703d3a9bd6ca&x-expires=1739354400&x-signature=h2oRWAFwntqonlxaHg0A13OnTzI%3D&shp=30310797&shcp=-,7.44E+18,1731692980,2024-11-15T17:49:40.000Z,0,7.44E+18,,https://www.tiktok.com/@kokocuan_/video/7436729084920581394?_r=1&_t=8rN2DPKEHOC,Boleehhh :),6.83E+18,kokocuan_,https://www.tiktok.com/@kokocuan_/video/7436729084920581394
https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/9b89687fe44605fce4603893a35aa0ae.jpg?lk3s=30310797&nonce=44447&refresh_token=179c19d0636b036586b3f37606b978f3&x-expires=1739354400&x-signature=O5YCwLvVBl4%2FN%2BDiSDr%2BYBTBrSo%3D&shp=30310797&shcp=-,7.44E+18,1732946244,2024-11-30T05:57:24.000Z,1,,2,https://www.tiktok.com/@kokocuan_/video/7436729084920581394?_r=1&_t=8rN2DPKEHOC,yang real susu cuma ultra milk,7.05E+18,dsjyyy,https://www.tiktok.com/@kokocuan_/video/7436729084920581394
https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/e9507633d29783339a591a5d05f1c3b6.jpg?lk3s=30310797&nonce=96545&refresh_token=d0930d800921ec3a326f608c884d7bf2&x-expires=1739354400&x-signature=cG5cMWvl8JwwhIUOs1jVpG6X%2FGA%3D&shp=30310797&shcp=-,7.44E+18,1732848506,2024-11-29T02:48:26.000Z,1,,3,https://www.tiktok.com/@kokocuan_/video/7436729084920581394?_r=1&_t=8rN2DPKEHOC,lu belum tau aerok alvin,7.29E+18,papi.culo.com,https://www.tiktok.com/@kokocuan_/video/7436729084920581394
https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/7336094401921286177~c5_100x100.jpg?lk3s=30310797&nonce=22164&refresh_token=29d3df5ccca84a17a804703d3a9bd6ca&x-expires=1739354400&x-signature=h2oRWAFwntqonlxaHg0A13OnTzI%3D&shp=30310797&shcp=-,7.44E+18,1732928792,2024-11-30T01:06:32.000Z,0,7.44E+18,,https://www.tiktok.com/@kokocuan_/video/7436729084920581394?_r=1&_t=8rN2DPKEHOC,Mana,6.83E+18,kokocuan_,https://www.tiktok.com/@kokocuan_/video/7436729084920581394
https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/459e0b53486be02f6c5dacaa0ad35628.jpg?lk3s=30310797&nonce=21565&refresh_token=d849cbb6d0c19dd5bb88793c37fab18d&x-expires=1739354400&x-signature=HVsOpfo1N2yc1d%2FfXkCiIbsyRO8%3D&shp=30310797&shcp=-,7.44E+18,1733032317,2024-12-01T05:51:57.000Z,0,,0,https://www.tiktok.com/@kokocuan_/video/7436729084920581394?_r=1&_t=8rN2DPKEHOC,cet abu tembok brpa ko,7.06E+18,user251780514266,https://www.tiktok.com/@kokocuan_/video/7436729084920581394
https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/c9996d2ffd0c458c597c9da3f2044eed.jpg?lk3s=30310797&nonce=33235&refresh_token=78c74bd0615fb1070c5d092d4d2885c0&x-expires=1739354400&x-signature=PvbXw7YAskQ5cqEbhqqsYW%2BNcbI%3D&shp=30310797&shcp=-,7.44E+18,1733026929,2024-12-01T04:22:09.000Z,0,,0,https://www.tiktok.com/@kokocuan_/video/7436729084920581394?_r=1&_t=8rN2DPKEHOC,readmi 12,7.44E+18,rizz_khon125,https://www.tiktok.com/@kokocuan_/video/7436729084920581394
